sim_time_sec,abs_time,id,tracks,latitude,longitude
278,06:04:38,2602,"{}",35.071169,129.096416
279,06:04:39,2601,"{}",35.060639,129.103145
279,06:04:39,2602,"{}",35.071167,129.096473
280,06:04:40,2601,"{}",35.060664,129.103097
280,06:04:40,2602,"{}",35.071166,129.096529
281,06:04:41,2601,"{}",35.06069,129.10305
281,06:04:41,2602,"{}",35.071164,129.096586
282,06:04:42,2601,"{}",35.060715,129.103002
282,06:04:42,2602,"{}",35.071163,129.096642
283,06:04:43,2601,"{}",35.06074,129.102955
283,06:04:43,2602,"{}",35.071161,129.096699
284,06:04:44,2601,"{}",35.060765,129.102908
284,06:04:44,2602,"{}",35.07116,129.096755
285,06:04:45,2601,"{}",35.06079,129.10286
285,06:04:45,2602,"{}",35.071159,129.096812
286,06:04:46,2601,"{}",35.060816,129.102813
286,06:04:46,2602,"{}",35.071157,129.096868
287,06:04:47,2601,"{}",35.060841,129.102765
287,06:04:47,2602,"{}",35.071156,129.096925
288,06:04:48,2601,"{}",35.060866,129.102718
288,06:04:48,2602,"{}",35.071154,129.096981
289,06:04:49,2601,"{}",35.060891,129.102671
289,06:04:49,2602,"{}",35.071153,129.097038
290,06:04:50,2601,"{}",35.060917,129.102623
290,06:04:50,2602,"{}",35.071151,129.097094
291,06:04:51,2601,"{}",35.060942,129.102576
291,06:04:51,2602,"{}",35.07115,129.097151
292,06:04:52,2601,"{}",35.060967,129.102528
292,06:04:52,2602,"{}",35.071148,129.097207
293,06:04:53,2601,"{}",35.060992,129.102481
293,06:04:53,2602,"{}",35.071147,129.097264
294,06:04:54,2601,"{}",35.061017,129.102434
294,06:04:54,2602,"{}",35.071145,129.09732
295,06:04:55,2601,"{}",35.061043,129.102386
295,06:04:55,2602,"{}",35.071144,129.097377
296,06:04:56,2601,"{}",35.061068,129.102339
296,06:04:56,2602,"{}",35.071142,129.097433
297,06:04:57,2601,"{}",35.061093,129.102292
297,06:04:57,2602,"{}",35.071141,129.09749
298,06:04:58,2601,"{}",35.060309,129.097802
298,06:04:58,2602,"{}",35.071139,129.097546
299,06:04:59,2601,"{}",35.060348,129.097832
299,06:04:59,2602,"{}",35.071138,129.097603
300,06:05:00,2601,"{}",35.060387,129.097862
300,06:05:00,2602,"{}",35.071137,129.097659
301,06:05:01,2601,"{}",35.061049,129.097028
301,06:05:01,2602,"{}",35.071135,129.097716
302,06:05:02,2601,"{}",35.061077,129.097073
302,06:05:02,2602,"{}",35.071134,129.097772
303,06:05:03,2601,"{}",35.061106,129.097118
303,06:05:03,2602,"{}",35.071132,129.097829
304,06:05:04,2601,"{}",35.061134,129.097162
304,06:05:04,2602,"{}",35.071131,129.097885
305,06:05:05,2601,"{}",35.061162,129.097207
305,06:05:05,2602,"{}",35.071129,129.097942
306,06:05:06,2601,"{}",35.061191,129.097251
306,06:05:06,2602,"{}",35.071128,129.097998
307,06:05:07,2601,"{}",35.061546,129.097016
307,06:05:07,2602,"{}",35.071126,129.098055
308,06:05:08,2601,"{}",35.061568,129.097065
308,06:05:08,2602,"{}",35.071125,129.098111
309,06:05:09,2601,"{}",35.061591,129.097114
309,06:05:09,2602,"{}",35.071123,129.098168
310,06:05:10,2601,"{}",35.061614,129.097163
310,06:05:10,2602,"{}",35.071122,129.098224
311,06:05:11,2601,"{}",35.061637,129.097213
311,06:05:11,2602,"{}",35.07112,129.098281
312,06:05:12,2601,"{}",35.061659,129.097262
312,06:05:12,2602,"{}",35.071119,129.098337
313,06:05:13,2601,"{}",35.061866,129.097183
313,06:05:13,2602,"{}",35.071118,129.098394
314,06:05:14,2601,"{}",35.061886,129.097234
314,06:05:14,2602,"{}",35.071116,129.09845
315,06:05:15,2601,"{}",35.061905,129.097285
315,06:05:15,2602,"{}",35.071115,129.098507
316,06:05:16,2601,"{}",35.061925,129.097337
316,06:05:16,2602,"{}",35.071113,129.098563
317,06:05:17,2601,"{}",35.061944,129.097388
317,06:05:17,2602,"{}",35.071112,129.09862
318,06:05:18,2601,"{}",35.061964,129.097439
318,06:05:18,2602,"{}",35.07111,129.098676
319,06:05:19,2601,"{}",35.062103,129.097414
319,06:05:19,2602,"{}",35.071109,129.098733
320,06:05:20,2601,"{}",35.062121,129.097466
320,06:05:20,2602,"{}",35.071107,129.098789
321,06:05:21,2601,"{}",35.062138,129.097519
321,06:05:21,2602,"{}",35.071106,129.098846
322,06:05:22,2601,"{}",35.062155,129.097571
322,06:05:22,2602,"{}",35.071104,129.098902
323,06:05:23,2601,"{}",35.062173,129.097623
323,06:05:23,2602,"{}",35.071103,129.098959
324,06:05:24,2601,"{}",35.06219,129.097676
324,06:05:24,2602,"{}",35.071101,129.099015
325,06:05:25,2601,"{}",35.062296,129.097674
325,06:05:25,2602,"{}",35.0711,129.099072
326,06:05:26,2601,"{}",35.062312,129.097727
326,06:05:26,2602,"{}",35.071099,129.099128
327,06:05:27,2601,"{}",35.062328,129.09778
327,06:05:27,2602,"{}",35.071098,129.099185
328,06:05:28,2601,"{}",35.062343,129.097834
328,06:05:28,2602,"{}",35.071097,129.099241
329,06:05:29,2601,"{}",35.062359,129.097887
329,06:05:29,2602,"{}",35.071095,129.099298
330,06:05:30,2601,"{}",35.062375,129.09794
330,06:05:30,2602,"{}",35.071094,129.099354
331,06:05:31,2601,"{}",35.062454,129.097955
331,06:05:31,2602,"{}",35.071092,129.099411
332,06:05:32,2601,"{}",35.062468,129.098008
332,06:05:32,2602,"{}",35.071091,129.099467
333,06:05:33,2601,"{}",35.062483,129.098062
333,06:05:33,2602,"{}",35.071089,129.099524
334,06:05:34,2601,"{}",35.062497,129.098115
334,06:05:34,2602,"{}",35.071088,129.09958
335,06:05:35,2601,"{}",35.062512,129.098169
335,06:05:35,2602,"{}",35.071086,129.099637
336,06:05:36,2601,"{}",35.062527,129.098223
336,06:05:36,2602,"{}",35.071085,129.099693
337,06:05:37,2601,"{}",35.062578,129.098249
337,06:05:37,2602,"{}",35.071083,129.09975
338,06:05:38,2601,"{}",35.062592,129.098303
338,06:05:38,2602,"{}",35.071082,129.099806
339,06:05:39,2601,"{}",35.062606,129.098357
339,06:05:39,2602,"{}",35.07108,129.099863
340,06:05:40,2601,"{}",35.062619,129.098411
340,06:05:40,2602,"{}",35.071079,129.099919
341,06:05:41,2601,"{}",35.062633,129.098464
341,06:05:41,2602,"{}",35.071077,129.099976
342,06:05:42,2601,"{}",35.062667,129.098498
342,06:05:42,2602,"{}",35.071076,129.100032
343,06:05:43,2601,"{}",35.062681,129.098552
343,06:05:43,2602,"{}",35.071075,129.100089
344,06:05:44,2601,"{}",35.062695,129.098606
344,06:05:44,2602,"{}",35.071073,129.100145
345,06:05:45,2601,"{}",35.062708,129.09866
345,06:05:45,2602,"{}",35.071072,129.100202
346,06:05:46,2601,"{}",35.062722,129.098715
346,06:05:46,2602,"{}",35.07107,129.100258
347,06:05:47,2601,"{}",35.062735,129.098769
347,06:05:47,2602,"{}",35.071069,129.100315
348,06:05:48,2601,"{}",35.062752,129.09881
348,06:05:48,2602,"{}",35.071067,129.100371
349,06:05:49,2601,"{}",35.062765,129.098864
349,06:05:49,2602,"{}",35.071066,129.100428
350,06:05:50,2601,"{}",35.062779,129.098918
350,06:05:50,2602,"{}",35.071064,129.100484
351,06:05:51,2601,"{}",35.062792,129.098972
351,06:05:51,2602,"{}",35.071063,129.100541
352,06:05:52,2601,"{}",35.062806,129.099026
352,06:05:52,2602,"{}",35.071061,129.100597
353,06:05:53,2601,"{}",35.062819,129.09908
353,06:05:53,2602,"{}",35.07106,129.100654
354,06:05:54,2601,"{}",35.062818,129.099128
354,06:05:54,2602,"{}",35.071058,129.10071
355,06:05:55,2601,"{}",35.062832,129.099182
355,06:05:55,2602,"{}",35.071057,129.100767
356,06:05:56,2601,"{}",35.062845,129.099236
356,06:05:56,2602,"{}",35.071056,129.100823
357,06:05:57,2601,"{}",35.062859,129.09929
357,06:05:57,2602,"{}",35.071054,129.10088
358,06:05:58,2601,"{}",35.062873,129.099344
358,06:05:58,2602,"{}",35.071053,129.100936
359,06:05:59,2601,"{}",35.062886,129.099398
359,06:05:59,2602,"{}",35.071051,129.100993
360,06:06:00,2601,"{}",35.062871,129.099451
360,06:06:00,2602,"{}",35.07105,129.101049
361,06:06:01,2601,"{}",35.062885,129.099505
361,06:06:01,2602,"{}",35.071048,129.101106
362,06:06:02,2601,"{}",35.062899,129.099559
362,06:06:02,2602,"{}",35.071047,129.101162
363,06:06:03,2601,"{}",35.062913,129.099612
363,06:06:03,2602,"{}",35.071045,129.101219
364,06:06:04,2601,"{}",35.062927,129.099666
364,06:06:04,2602,"{}",35.071044,129.101275
365,06:06:05,2601,"{}",35.062941,129.099719
365,06:06:05,2602,"{}",35.071042,129.101332
366,06:06:06,2601,"{}",35.062901,129.099782
366,06:06:06,2602,"{}",35.071041,129.101388
367,06:06:07,2601,"{}",35.062916,129.099836
367,06:06:07,2602,"{}",35.071039,129.101445
368,06:06:08,2601,"{}",35.062931,129.099889
368,06:06:08,2602,"{}",35.071038,129.101501
369,06:06:09,2601,"{}",35.062946,129.099943
369,06:06:09,2602,"{}",35.071036,129.101558
370,06:06:10,2601,"{}",35.062961,129.099996
370,06:06:10,2602,"{}",35.071035,129.101614
371,06:06:11,2601,"{}",35.062976,129.10005
371,06:06:11,2602,"{}",35.071034,129.101671
372,06:06:12,2601,"{}",35.062914,129.100125
372,06:06:12,2602,"{}",35.071032,129.101727
373,06:06:13,2601,"{}",35.062931,129.100178
373,06:06:13,2602,"{}",35.071031,129.101784
374,06:06:14,2601,"{}",35.062947,129.100231
374,06:06:14,2602,"{}",35.071029,129.10184
375,06:06:15,2601,"{}",35.062963,129.100284
375,06:06:15,2602,"{}",35.071028,129.101897
376,06:06:16,2601,"{}",35.062979,129.100337
376,06:06:16,2602,"{}",35.071026,129.101953
377,06:06:17,2601,"{}",35.062996,129.10039
377,06:06:17,2602,"{}",35.071025,129.10201
378,06:06:18,2601,"{}",35.062914,129.100479
378,06:06:18,2602,"{}",35.071023,129.102066
379,06:06:19,2601,"{}",35.062931,129.100531
379,06:06:19,2602,"{}",35.071022,129.102123
380,06:06:20,2601,"{}",35.062949,129.100583
380,06:06:20,2602,"{}",35.07102,129.102179
381,06:06:21,2601,"{}",35.062967,129.100635
381,06:06:21,2602,"{}",35.071019,129.102236
382,06:06:22,2601,"{}",35.062985,129.100687
382,06:06:22,2602,"{}",35.071017,129.102292
383,06:06:23,2601,"{}",35.063003,129.100739
383,06:06:23,2602,"{}",35.071016,129.102349
384,06:06:24,2601,"{}",35.062886,129.100853
384,06:06:24,2602,"{}",35.071014,129.102405
385,06:06:25,2601,"{}",35.062906,129.100904
385,06:06:25,2602,"{}",35.071013,129.102462
386,06:06:26,2601,"{}",35.062926,129.100954
386,06:06:26,2602,"{}",35.071012,129.102518
387,06:06:27,2601,"{}",35.062946,129.101005
387,06:06:27,2602,"{}",35.07101,129.102575
388,06:06:28,2601,"{}",35.062966,129.101056
388,06:06:28,2602,"{}",35.071009,129.102631
389,06:06:29,2601,"{}",35.062986,129.101107
389,06:06:29,2602,"{}",35.071007,129.102688
390,06:06:30,2601,"{}",35.062826,129.101261
390,06:06:30,2602,"{}",35.071006,129.102744
391,06:06:31,2601,"{}",35.062849,129.10131
391,06:06:31,2602,"{}",35.071004,129.102801
392,06:06:32,2601,"{}",35.062872,129.101359
392,06:06:32,2602,"{}",35.071003,129.102857
393,06:06:33,2601,"{}",35.062895,129.101408
393,06:06:33,2602,"{}",35.071001,129.102914
394,06:06:34,2601,"{}",35.062919,129.101456
394,06:06:34,2602,"{}",35.071,129.10297
395,06:06:35,2601,"{}",35.062942,129.101505
395,06:06:35,2602,"{}",35.070998,129.103027
396,06:06:36,2601,"{}",35.062708,129.101748
396,06:06:36,2602,"{}",35.070997,129.103083
397,06:06:37,2601,"{}",35.062735,129.101794
397,06:06:37,2602,"{}",35.070995,129.10314
398,06:06:38,2601,"{}",35.062763,129.101839
398,06:06:38,2602,"{}",35.070994,129.103196
399,06:06:39,2601,"{}",35.062791,129.101884
399,06:06:39,2602,"{}",35.070992,129.103253
400,06:06:40,2601,"{}",35.062818,129.10193
400,06:06:40,2602,"{}",35.070991,129.103309
401,06:06:41,2601,"{}",35.062519,129.102309
401,06:06:41,2602,"{}",35.070989,129.103366
402,06:06:42,2601,"{}",35.062553,129.102348
402,06:06:42,2602,"{}",35.070988,129.103422
403,06:06:43,2601,"{}",35.062586,129.102388
403,06:06:43,2602,"{}",35.070987,129.103479
404,06:06:44,2601,"{}",35.062619,129.102427
404,06:06:44,2602,"{}",35.070985,129.103535
405,06:06:45,2601,"{}",35.062652,129.102466
405,06:06:45,2602,"{}",35.070984,129.103592
406,06:06:46,2601,"{}",35.062685,129.102506
406,06:06:46,2602,"{}",35.070982,129.103648
407,06:06:47,2601,"{}",35.062335,129.103134
407,06:06:47,2602,"{}",35.070981,129.103705
408,06:06:48,2601,"{}",35.062374,129.103163
408,06:06:48,2602,"{}",35.070979,129.103761
409,06:06:49,2601,"{}",35.062413,129.103193
409,06:06:49,2602,"{}",35.070978,129.103818
410,06:06:50,2601,"{}",35.062453,129.103222
410,06:06:50,2602,"{}",35.070976,129.103874
411,06:06:51,2601,"{}",35.062492,129.103251
411,06:06:51,2602,"{}",35.070975,129.103931
412,06:06:52,2601,"{}",35.062532,129.10328
412,06:06:52,2602,"{}",35.070973,129.103987
413,06:06:53,2601,"{}",35.062259,129.10419
413,06:06:53,2602,"{}",35.070972,129.104044
414,06:06:54,2601,"{}",35.062304,129.104204
414,06:06:54,2602,"{}",35.07097,129.1041
415,06:06:55,2601,"{}",35.062348,129.104218
415,06:06:55,2602,"{}",35.073013,129.109443
416,06:06:56,2601,"{}",35.062393,129.104231
416,06:06:56,2602,"{}",35.073013,129.109443
417,06:06:57,2601,"{}",35.062437,129.104245
417,06:06:57,2602,"{}",35.072976,129.109408
418,06:06:58,2601,"{}",35.062482,129.104259
418,06:06:58,2602,"{}",35.07294,129.109374
419,06:06:59,2601,"{}",35.06244,129.10528
419,06:06:59,2602,"{}",35.072903,129.109339
420,06:07:00,2601,"{}",35.062486,129.105277
420,06:07:00,2602,"{}",35.072867,129.109304
421,06:07:01,2601,"{}",35.062532,129.105273
421,06:07:01,2602,"{}",35.072831,129.10927
422,06:07:02,2601,"{}",35.062578,129.10527
422,06:07:02,2602,"{}",35.072794,129.109235
423,06:07:03,2601,"{}",35.062624,129.105266
423,06:07:03,2602,"{}",35.072758,129.1092
424,06:07:04,2601,"{}",35.06267,129.105263
424,06:07:04,2602,"{}",35.072721,129.109166
425,06:07:05,2601,"{}",35.062852,129.106138
425,06:07:05,2602,"{}",35.072685,129.109131
426,06:07:06,2601,"{}",35.062896,129.106119
426,06:07:06,2602,"{}",35.072648,129.109096
427,06:07:07,2601,"{}",35.06294,129.106101
427,06:07:07,2602,"{}",35.072612,129.109062
428,06:07:08,2601,"{}",35.062983,129.106082
428,06:07:08,2602,"{}",35.072575,129.109027
429,06:07:09,2601,"{}",35.063027,129.106063
429,06:07:09,2602,"{}",35.072539,129.108992
430,06:07:10,2601,"{}",35.063071,129.106045
430,06:07:10,2602,"{}",35.072502,129.108957
431,06:07:11,2601,"{}",35.063374,129.106702
431,06:07:11,2602,"{}",35.072466,129.108923
432,06:07:12,2601,"{}",35.063413,129.106672
432,06:07:12,2602,"{}",35.072429,129.108888
433,06:07:13,2601,"{}",35.063452,129.106641
433,06:07:13,2602,"{}",35.072393,129.108853
434,06:07:14,2601,"{}",35.063491,129.106611
434,06:07:14,2602,"{}",35.072357,129.108819
435,06:07:15,2601,"{}",35.06353,129.106581
435,06:07:15,2602,"{}",35.07232,129.108784
436,06:07:16,2601,"{}",35.063876,129.107049
436,06:07:16,2602,"{}",35.072284,129.108749
437,06:07:17,2601,"{}",35.06391,129.10701
437,06:07:17,2602,"{}",35.072247,129.108715
438,06:07:18,2601,"{}",35.063943,129.106972
438,06:07:18,2602,"{}",35.072211,129.10868
439,06:07:19,2601,"{}",35.063977,129.106933
439,06:07:19,2602,"{}",35.072174,129.108645
440,06:07:20,2601,"{}",35.06401,129.106894
440,06:07:20,2602,"{}",35.072138,129.108611
441,06:07:21,2601,"{}",35.064044,129.106855
441,06:07:21,2602,"{}",35.072101,129.108576
442,06:07:22,2601,"{}",35.06442,129.107203
442,06:07:22,2602,"{}",35.072065,129.108541
443,06:07:23,2601,"{}",35.064447,129.107157
443,06:07:23,2602,"{}",35.072028,129.108507
444,06:07:24,2601,"{}",35.064475,129.107112
444,06:07:24,2602,"{}",35.071992,129.108472
445,06:07:25,2601,"{}",35.064502,129.107067
445,06:07:25,2602,"{}",35.071955,129.108437
446,06:07:26,2601,"{}",35.06453,129.107021
446,06:07:26,2602,"{}",35.071919,129.108403
447,06:07:27,2601,"{}",35.064558,129.106976
447,06:07:27,2602,"{}",35.071882,129.108368
448,06:07:28,2601,"{}",35.064981,129.10724
448,06:07:28,2602,"{}",35.071846,129.108333
449,06:07:29,2601,"{}",35.065002,129.10719
449,06:07:29,2602,"{}",35.07181,129.108299
450,06:07:30,2601,"{}",35.065022,129.107139
450,06:07:30,2602,"{}",35.071773,129.108264
451,06:07:31,2601,"{}",35.065043,129.107089
451,06:07:31,2602,"{}",35.071737,129.108229
452,06:07:32,2601,"{}",35.065064,129.107038
452,06:07:32,2602,"{}",35.0717,129.108195
453,06:07:33,2601,"{}",35.065084,129.106988
453,06:07:33,2602,"{}",35.071664,129.10816
454,06:07:34,2601,"{}",35.065621,129.107186
454,06:07:34,2602,"{}",35.071627,129.108125
455,06:07:35,2601,"{}",35.065633,129.107132
455,06:07:35,2602,"{}",35.071591,129.108091
456,06:07:36,2601,"{}",35.065645,129.107077
456,06:07:36,2602,"{}",35.071196,129.108517
457,06:07:37,2601,"{}",35.065656,129.107022
457,06:07:37,2602,"{}",35.071166,129.108475
458,06:07:38,2601,"{}",35.065668,129.106968
458,06:07:38,2602,"{}",35.071136,129.108432
459,06:07:39,2601,"{}",35.06568,129.106913
459,06:07:39,2602,"{}",35.071105,129.108389
460,06:07:40,2601,"{}",35.066362,129.106974
460,06:07:40,2602,"{}",35.071075,129.108347
461,06:07:41,2601,"{}",35.066362,129.106918
461,06:07:41,2602,"{}",35.071045,129.108304
462,06:07:42,2601,"{}",35.066362,129.106861
462,06:07:42,2602,"{}",35.071106,129.108174
463,06:07:43,2601,"{}",35.066362,129.106805
463,06:07:43,2602,"{}",35.071075,129.108133
464,06:07:44,2601,"{}",35.066362,129.106748
464,06:07:44,2602,"{}",35.071043,129.108092
465,06:07:45,2601,"{}",35.066362,129.106692
465,06:07:45,2602,"{}",35.071011,129.108051
466,06:07:46,2601,"{}",35.067142,129.106505
466,06:07:46,2602,"{}",35.070979,129.10801
467,06:07:47,2601,"{}",35.067129,129.106451
467,06:07:47,2602,"{}",35.07122,129.107621
468,06:07:48,2601,"{}",35.067115,129.106396
468,06:07:48,2602,"{}",35.071184,129.107587
469,06:07:49,2601,"{}",35.067101,129.106342
469,06:07:49,2602,"{}",35.071149,129.107552
470,06:07:50,2601,"{}",35.067088,129.106288
470,06:07:50,2602,"{}",35.071112,129.107517
471,06:07:51,2601,"{}",35.067835,129.105793
471,06:07:51,2602,"{}",35.071076,129.107482
472,06:07:52,2601,"{}",35.067809,129.105747
472,06:07:52,2602,"{}",35.07104,129.107448
473,06:07:53,2601,"{}",35.067782,129.105701
473,06:07:53,2602,"{}",35.071336,129.106772
474,06:07:54,2601,"{}",35.067755,129.105654
474,06:07:54,2602,"{}",35.071294,129.106748
475,06:07:55,2601,"{}",35.067729,129.105608
475,06:07:55,2602,"{}",35.071252,129.106724
476,06:07:56,2601,"{}",35.067702,129.105562
476,06:07:56,2602,"{}",35.07121,129.106701
477,06:07:57,2601,"{}",35.068204,129.104936
477,06:07:57,2602,"{}",35.071169,129.106677
478,06:07:58,2601,"{}",35.068169,129.1049
478,06:07:58,2602,"{}",35.071127,129.106653
479,06:07:59,2601,"{}",35.068133,129.104863
479,06:07:59,2602,"{}",35.071318,129.105697
480,06:08:00,2601,"{}",35.068098,129.104827
480,06:08:00,2602,"{}",35.071272,129.105689
481,06:08:01,2601,"{}",35.068062,129.104791
481,06:08:01,2602,"{}",35.071226,129.105681
482,06:08:02,2601,"{}",35.068027,129.104755
482,06:08:02,2602,"{}",35.071181,129.105674
483,06:08:03,2601,"{}",35.068291,129.104201
483,06:08:03,2602,"{}",35.071135,129.105666
484,06:08:04,2601,"{}",35.068251,129.104174
484,06:08:04,2602,"{}",35.07109,129.105659
485,06:08:05,2601,"{}",35.06821,129.104146
485,06:08:05,2602,"{}",35.071036,129.104647
486,06:08:06,2601,"{}",35.068169,129.104119
486,06:08:06,2602,"{}",35.070991,129.104656
487,06:08:07,2601,"{}",35.068129,129.104092
487,06:08:07,2602,"{}",35.070945,129.104666
488,06:08:08,2601,"{}",35.068088,129.104065
488,06:08:08,2602,"{}",35.0709,129.104676
489,06:08:09,2601,"{}",35.068208,129.103637
489,06:08:09,2602,"{}",35.070854,129.104686
490,06:08:10,2601,"{}",35.068165,129.103617
490,06:08:10,2602,"{}",35.070589,129.10383
491,06:08:11,2601,"{}",35.068122,129.103597
491,06:08:11,2602,"{}",35.070548,129.103855
492,06:08:12,2601,"{}",35.068078,129.103577
492,06:08:12,2602,"{}",35.070506,129.103879
493,06:08:13,2601,"{}",35.068035,129.103556
493,06:08:13,2602,"{}",35.070465,129.103904
494,06:08:14,2601,"{}",35.067992,129.103536
494,06:08:14,2602,"{}",35.070423,129.103928
495,06:08:15,2601,"{}",35.068038,129.103217
495,06:08:15,2602,"{}",35.070382,129.103953
496,06:08:16,2601,"{}",35.067993,129.103202
496,06:08:16,2602,"{}",35.070029,129.103354
497,06:08:17,2601,"{}",35.067949,129.103187
497,06:08:17,2602,"{}",35.069993,129.103389
498,06:08:18,2601,"{}",35.067904,129.103172
498,06:08:18,2602,"{}",35.069957,129.103424
499,06:08:19,2601,"{}",35.067859,129.103158
499,06:08:19,2602,"{}",35.06992,129.10346
500,06:08:20,2601,"{}",35.067866,129.102931
500,06:08:20,2602,"{}",35.069884,129.103495
501,06:08:21,2601,"{}",35.06782,129.10292
501,06:08:21,2602,"{}",35.069848,129.10353
502,06:08:22,2601,"{}",35.067775,129.102909
502,06:08:22,2602,"{}",35.069481,129.10313
503,06:08:23,2601,"{}",35.06773,129.102897
503,06:08:23,2602,"{}",35.069451,129.103173
504,06:08:24,2601,"{}",35.067684,129.102886
504,06:08:24,2602,"{}",35.06942,129.103216
505,06:08:25,2601,"{}",35.067639,129.102875
505,06:08:25,2602,"{}",35.06939,129.103258
506,06:08:26,2601,"{}",35.067626,129.102703
506,06:08:26,2602,"{}",35.06936,129.103301
507,06:08:27,2601,"{}",35.06758,129.102695
507,06:08:27,2602,"{}",35.06933,129.103344
508,06:08:28,2601,"{}",35.067534,129.102687
508,06:08:28,2602,"{}",35.068944,129.103058
509,06:08:29,2601,"{}",35.067488,129.102679
509,06:08:29,2602,"{}",35.06892,129.103106
510,06:08:30,2601,"{}",35.067443,129.10267
510,06:08:30,2602,"{}",35.068896,129.103154
511,06:08:31,2601,"{}",35.067397,129.102662
511,06:08:31,2602,"{}",35.068873,129.103203
512,06:08:32,2601,"{}",35.067372,129.102539
512,06:08:32,2602,"{}",35.068849,129.103251
513,06:08:33,2601,"{}",35.067326,129.102532
513,06:08:33,2602,"{}",35.068407,129.103036
514,06:08:34,2601,"{}",35.06728,129.102526
514,06:08:34,2602,"{}",35.068391,129.103088
515,06:08:35,2601,"{}",35.067234,129.10252
515,06:08:35,2602,"{}",35.068374,129.103141
516,06:08:36,2601,"{}",35.067188,129.102514
516,06:08:36,2602,"{}",35.068357,129.103194
517,06:08:37,2601,"{}",35.067142,129.102507
517,06:08:37,2602,"{}",35.06834,129.103246
518,06:08:38,2601,"{}",35.067112,129.10242
518,06:08:38,2602,"{}",35.068324,129.103299
519,06:08:39,2601,"{}",35.067067,129.102415
519,06:08:39,2602,"{}",35.0678,129.103168
520,06:08:40,2601,"{}",35.067021,129.10241
520,06:08:40,2602,"{}",35.067792,129.103224
521,06:08:41,2601,"{}",35.066975,129.102405
521,06:08:41,2602,"{}",35.067784,129.103279
522,06:08:42,2601,"{}",35.066929,129.1024
522,06:08:42,2602,"{}",35.067776,129.103335
523,06:08:43,2601,"{}",35.066883,129.102395
523,06:08:43,2602,"{}",35.067768,129.10339
524,06:08:44,2601,"{}",35.06685,129.10234
524,06:08:44,2602,"{}",35.06776,129.103446
525,06:08:45,2601,"{}",35.066803,129.102336
525,06:08:45,2602,"{}",35.067088,129.103451
526,06:08:46,2601,"{}",35.066757,129.102332
526,06:08:46,2602,"{}",35.067091,129.103507
527,06:08:47,2601,"{}",35.066711,129.102328
527,06:08:47,2602,"{}",35.067095,129.103564
528,06:08:48,2601,"{}",35.066665,129.102324
528,06:08:48,2602,"{}",35.067098,129.10362
529,06:08:49,2601,"{}",35.066619,129.10232
529,06:08:49,2602,"{}",35.067102,129.103676
530,06:08:50,2601,"{}",35.066584,129.102289
530,06:08:50,2602,"{}",35.067105,129.103733
531,06:08:51,2601,"{}",35.066538,129.102285
531,06:08:51,2602,"{}",35.066349,129.103989
532,06:08:52,2601,"{}",35.066491,129.102282
532,06:08:52,2602,"{}",35.066365,129.104041
533,06:08:53,2601,"{}",35.066445,129.102278
533,06:08:53,2602,"{}",35.066382,129.104094
534,06:08:54,2601,"{}",35.066399,129.102275
534,06:08:54,2602,"{}",35.066399,129.104147
535,06:08:55,2601,"{}",35.066353,129.102272
535,06:08:55,2602,"{}",35.066416,129.104199
536,06:08:56,2601,"{}",35.066317,129.102255
536,06:08:56,2602,"{}",35.065692,129.104768
537,06:08:57,2601,"{}",35.066271,129.102252
537,06:08:57,2602,"{}",35.065721,129.104812
538,06:08:58,2601,"{}",35.066225,129.102248
538,06:08:58,2602,"{}",35.06575,129.104855
539,06:08:59,2601,"{}",35.066179,129.102245
539,06:08:59,2602,"{}",35.06578,129.104899
540,06:09:00,2601,"{}",35.066133,129.102242
540,06:09:00,2602,"{}",35.065809,129.104942
541,06:09:01,2601,"{}",35.066087,129.102239
541,06:09:01,2602,"{}",35.065838,129.104985
542,06:09:02,2601,"{}",35.066049,129.102256
542,06:09:02,2602,"{}",35.06537,129.105669
543,06:09:03,2601,"{}",35.066003,129.102252
543,06:09:03,2602,"{}",35.065408,129.105701
544,06:09:04,2601,"{}",35.065957,129.102249
544,06:09:04,2602,"{}",35.065446,129.105734
545,06:09:05,2601,"{}",35.065911,129.102245
545,06:09:05,2602,"{}",35.065483,129.105766
546,06:09:06,2601,"{}",35.065865,129.102242
546,06:09:06,2602,"{}",35.065521,129.105799
547,06:09:07,2601,"{}",35.065819,129.102238
547,06:09:07,2602,"{}",35.065559,129.105831
548,06:09:08,2601,"{}",35.06578,129.102271
548,06:09:08,2602,"{}",35.065322,129.106443
549,06:09:09,2601,"{}",35.065734,129.102267
549,06:09:09,2602,"{}",35.065365,129.106465
550,06:09:10,2601,"{}",35.065689,129.102263
550,06:09:10,2602,"{}",35.065407,129.106488
551,06:09:11,2601,"{}",35.065643,129.102258
551,06:09:11,2602,"{}",35.06545,129.10651
552,06:09:12,2601,"{}",35.065597,129.102254
552,06:09:12,2602,"{}",35.065492,129.106532
553,06:09:13,2601,"{}",35.065551,129.10225
553,06:09:13,2602,"{}",35.065535,129.106555
554,06:09:14,2601,"{}",35.065509,129.102307
554,06:09:14,2602,"{}",35.065443,129.107016
555,06:09:15,2601,"{}",35.065463,129.102302
555,06:09:15,2602,"{}",35.065487,129.107031
556,06:09:16,2601,"{}",35.065417,129.102296
556,06:09:16,2602,"{}",35.065532,129.107045
557,06:09:17,2601,"{}",35.065371,129.102291
